site_id,Day,Month,Year,survey_date,surveyor1,pit_tag_id,pit_tag_status,frog_sex,frog_state,frog_location,total_weight,bag_weight,frog_weight,frog_svl,swab_id,swab_id_full,swabber_name,frog_comments,ZE,lifestage,gosner_stage
14221,21,8,2012,8/21/12,Knapp,NA,NA,F,healthy,in_lake,12.5,2,10.5,46.1,15403,NA,Knapp,J liv plate taken,122.4,Adult,NA
14221,19,6,2013,6/19/13,Knapp,1.21019E+11,Y,M,healthy,in_lake,11.5,2,9.5,46.2,1023,DESO1023,Vredenburg,NA,3.488,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,12.5,2,10.5,46.2,1306,DESO1306,Knapp,NA,0,Adult,NA
14221,22,8,2013,8/22/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,13,2,11,46.2,1434,DESO1434,Ellison,NA,2.72,Adult,NA
14221,11,9,2013,9/11/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,12.5,2,10.5,46.3,1672,DESO1672,Ellison,NA,0,Adult,NA
14309,12,9,2013,9/12/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,11.5,2,9.5,46.3,1701,DESO1701,Knapp,NA,11.76,Adult,NA
14221,19,6,2013,6/19/13,Knapp,1.21019E+11,Y,F,healthy,in_lake,12.5,2,10.5,46.4,1024,DESO1024,Vredenburg,NA,10,Adult,NA
14221,20,6,2013,6/20/13,Knapp,1.21019E+11,Y,F,healthy,in_lake,11.5,2,9.5,46.4,1027,DESO1027,Knapp,No bacterial culture swab taken,0,Adult,NA
14221,19,6,2013,6/19/13,Knapp,1.21019E+11,Y,F,healthy,in_lake,11.5,2,9.5,46.4,1020,DESO1020,Vredenburg,NA,0,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,NA,M,healthy,in_lake,12.5,2,10.5,46.4,1567,DESO1567,Ellison,NA,132,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,NA,M,healthy,in_lake,13.5,2,11.5,46.4,1618,DESO1618,Knapp,NA,10,Adult,NA
14221,22,8,2013,8/22/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,13.5,2,11.5,46.5,1430,DESO1430,Knapp,NA,0,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,14,2,12,46.6,1572,DESO1572,Ellison,NA,61.52,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,14,2,12,46.7,1314,DESO1314,Knapp,NA,25.92,Adult,NA
14221,25,7,2013,7/25/13,Kauffman,1.18001E+11,Y,M,healthy,in_lake,12.5,2,10.5,46.7,1407,DESO1407,Ellison,NA,18.16,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,13,2,11,46.7,1590,DESO1590,Knapp,NA,0,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,11,2,9,46.8,1288,DESO1288,Knapp,NA,0,Adult,NA
14221,23,8,2013,8/23/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,11.5,2,9.5,46.8,1537,DESO1537,Knapp,NA,84,Adult,NA
14221,22,8,2013,8/22/13,Knapp,1.21019E+11,NA,F,healthy,in_lake,14.5,2,12.5,46.8,1558,DESO1558,Knapp,NA,46.16,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.18001E+11,Y,M,healthy,fringing_habitat,16,2,14,46.9,1239,DESO1239,Atkinson,NA,0,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.21019E+11,NA,M,healthy,fringing_habitat,14,2,12,46.9,1578,DESO1578,Knapp,NA,1.856,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,14,2,12,46.9,1568,DESO1568,Ellison,NA,0,Adult,NA
14221,17,6,2014,6/17/14,Knapp,1.18001E+11,NA,M,Healthy,in_lake,14,2,12,47,1889,DESO1889,Knapp,NA,17.44,Adult,NA
14221,17,6,2014,6/17/14,Knapp,1.18001E+11,Y,M,Healthy,in_lake,14,2,12,47,1890,DESO1890,Knapp,NA,0,Adult,NA
14221,18,6,2014,6/18/14,Kauffman,1.18001E+11,Y,M,Healthy,fringing_habitat,16,2,14,47,1908,DESO1908,Kauffman,NA,110.4,Adult,NA
14221,18,6,2014,6/18/14,Kauffman,1.18001E+11,NA,F,Healthy,in_lake,12,2,10,47,1913,DESO1913,Kauffman,NA,1.336,Adult,NA
14309,18,6,2014,6/18/14,Knapp,1.18001E+11,Y,M,Healthy,inlet,13,2,11,47,1764,DESO1764,Knapp,NA,0,Adult,NA
52645,18,6,2014,6/18/14,Knapp,1.18001E+11,Y,M,Healthy,fringing_habitat,14,2,12,47,1782,DESO1782,Knapp,NA,21.92,Adult,NA
14235,1,7,2014,7/1/14,Knapp,9.82E+14,NA,F,Healthy,in_lake,16,2,14,47,2061,DESO2061,Knapp,At mouth of secondary outlet.,18.64,Adult,NA
14221,18,6,2014,6/18/14,Kauffman,1.21019E+11,NA,F,Healthy,in_lake,13,2,11,47,1924,DESO1924,Kauffman,NA,632,Adult,NA
14218,2,7,2014,7/2/14,Knapp,1.18001E+11,NA,F,Healthy,in_lake,14,2,12,47,2066,DESO2066,Knapp,NA,564.8,Adult,NA
14309,17,7,2014,7/17/14,Knapp,9.82E+14,Y,F,Healthy,outlet,14,2,12,47,2118,DESO2118,Knapp,NA,0,Adult,NA
54963,18,7,2014,7/18/14,Kauffman,9.00043E+14,Y,F,Healthy,in_lake,14,2,12,47,2057,DESO2057,Kauffman,NA,0,Adult,NA
52645,18,7,2014,7/18/14,Kauffman,1.18001E+11,NA,M,Healthy,outlet,15,2,13,47,2059,DESO2059,Kauffman,NA,36.88,Adult,NA
52646,18,7,2014,7/18/14,Kauffman,9.82E+14,Y,M,Healthy,outlet,15,2,13,47,2087,DESO2087,Atkinson,NA,0,Adult,NA
52646,18,7,2014,7/18/14,Kauffman,9.00043E+14,Y,M,Healthy,outlet,16,2,14,47,2091,DESO2091,Kauffman,NA,0,Adult,NA
14309,18,7,2014,7/18/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,13,2,11,47,2219,DESO2219,Kauffman,Pool east of inlet.,861.6,Adult,NA
14309,18,7,2014,7/18/14,Kauffman,9.00043E+14,NA,M,Healthy,inlet,15,2,13,47,2231,DESO2231,Atkinson,NA,5.208,Adult,NA
14218,16,7,2014,7/16/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,15,2,13,47,2043,DESO2043,Kauffman,Leech on right hind foot,0,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,9.00043E+14,Y,F,Healthy,in_lake,17,2,15,47,2210,DESO2210,Kauffman,NA,5.288,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,9.82E+14,Y,M,Healthy,in_lake,13,2,11,47,2211,DESO2211,Kauffman,NA,9.44,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.18001E+11,NA,M,Healthy,in_lake,14,2,12,47,2213,DESO2213,Kauffman,NA,0,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,13,2,11,47,2198,DESO2198,Kauffman,NA,1.968,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,15,2,13,47,2200,DESO2200,Kauffman,NA,6.16,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.53E+11,NA,M,Healthy,fringing_habitat,15,2,13,47,2049,DESO2049,Kauffman,NA,0,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,9.00043E+14,Y,M,Healthy,fringing_habitat,14,2,12,47,2056,DESO2056,Kauffman,NA,0,Adult,NA
14221,18,7,2014,7/18/14,Knapp,9.82E+14,Y,M,Healthy,in_lake,12,2,10,47,2025,DESO2025,Ellison,NA,0,Adult,NA
14221,18,7,2014,7/18/14,Knapp,9.82E+14,Y,M,Healthy,in_lake,14,2,12,47,2031,DESO2031,Knapp,NA,24.72,Adult,NA
14221,18,7,2014,7/18/14,Knapp,9.82E+14,Y,M,Healthy,in_lake,13,2,11,47,2033,DESO2033,Knapp,NA,1214.4,Adult,NA
14221,18,7,2014,7/18/14,Knapp,1.21019E+11,NA,M,Healthy,fringing_habitat,13,2,11,47,2124,DESO2124,Ellison,NA,0,Adult,NA
14221,18,7,2014,7/18/14,Knapp,9.82E+14,Y,M,Healthy,fringing_habitat,14,2,12,47,2130,DESO2130,Ellison,NA,8.96,Adult,NA
14221,18,7,2014,7/18/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,14,2,12,47,2256,DESO2256,Ellison,NA,0,Adult,NA
14306,17,7,2014,7/17/14,Atkinson,9.82E+14,Y,M,Healthy,in_lake,15,2,13,47,1986,DESO1986,Atkinson,NA,0,Adult,NA
14309,17,7,2014,7/17/14,Atkinson,9.82E+14,Y,F,Healthy,fringing_habitat,14,2,12,47,1987,DESO1987,Atkinson,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,9.00043E+14,Y,M,Healthy,fringing_habitat,15,2,13,47,2178,DESO2178,Kauffman,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.21019E+11,NA,M,Healthy,fringing_habitat,14,2,12,47,2321,DESO2321,Kauffman,NA,0,Adult,NA
14221,7,8,2014,8/7/14,Knapp,1.21019E+11,NA,M,Healthy,fringing_habitat,14,2,12,47,2325,DESO2325,Ellison,NA,0,Adult,NA
14309,6,8,2014,8/6/14,Knapp,9.00043E+14,Y,M,Healthy,inlet,13,2,11,47,2413,DESO2413,Knapp,NA,370.4,Adult,NA
14309,6,8,2014,8/6/14,Knapp,1.18001E+11,NA,M,Healthy,inlet,16,2,14,47,2415,DESO2415,Atkinson,NA,0,Adult,NA
14309,6,8,2014,8/6/14,Knapp,9.00043E+14,Y,F,Healthy,inlet,13,2,11,47,2417,DESO2417,Knapp,NA,96,Adult,NA
14309,6,8,2014,8/6/14,Knapp,9.82E+14,NA,M,Healthy,fringing_habitat,13,2,11,47,2270,DESO2270,Knapp,NA,33.76,Adult,NA
14309,7,8,2014,8/7/14,Kauffman,9.82E+14,Y,M,Healthy,fringing_habitat,14,2,12,47,2389,DESO2389,Kauffman,NA,9.52,Adult,NA
14309,9,9,2014,9/9/14,Knapp,9.00043E+14,Y,M,Healthy,inlet,17,2,15,47,2345,DESO2345,Atkinson,NA,65.52,Adult,NA
14309,9,9,2014,9/9/14,Knapp,9.82E+14,NA,M,Healthy,outlet,16,2,14,47,2456,DESO2456,Atkinson,NA,1320.8,Adult,NA
14309,10,9,2014,9/10/14,Kauffman,9.82E+14,Y,M,Healthy,inlet,17,2,15,47,2699,DESO2699,Kauffman,NA,5.32,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,15,2,13,47,2664,DESO2664,Kauffman,NA,0,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,9.82E+14,NA,M,Healthy,fringing_habitat,16,2,14,47,2675,DESO2675,Kauffman,NA,17.12,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,16,2,14,47,2635,DESO2635,Kauffman,NA,81.6,Adult,NA
14221,10,9,2014,9/10/14,Knapp,9.00043E+14,Y,F,Healthy,fringing_habitat,14,2,12,47,2397,DESO2397,Knapp,NA,213.6,Adult,NA
14221,19,6,2014,6/19/14,Knapp,9.82E+14,Y,F,Healthy,in_lake,13,2,11,47,1993,DESO1993,Vredenburg,Translocated to Lake Lucille on 6/20/14.,0,Adult,NA
14309,17,6,2014,6/17/14,Kauffman,1.18001E+11,Y,M,Healthy,inlet,15,2,13,47,1755,DESO1755,Kauffman,NA,0,Adult,NA
14221,21,6,2013,6/21/13,Kauffman,1.18001E+11,Y,M,healthy,in_lake,14,2,12,47,1152,DESO1152,Ellison,NA,0,Adult,NA
14221,21,6,2013,6/21/13,Kauffman,1.21019E+11,Y,M,healthy,in_lake,12.5,2,10.5,47,1149,DESO1149,Ellison,NA,0,Adult,NA
14221,25,7,2013,7/25/13,Kauffman,1.18001E+11,Y,M,healthy,fringing_habitat,12.5,2,10.5,47,1403,DESO1403,Ellison,NA,0,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.18001E+11,Y,F,healthy,fringing_habitat,16.5,2,14.5,47,1237,DESO1237,Atkinson,NA,0.04168,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.18001E+11,Y,M,healthy,fringing_habitat,15.5,2,13.5,47,1233,DESO1233,Atkinson,NA,0,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.18001E+11,Y,F,healthy,in_lake,13.5,2,11.5,47,1224,DESO1224,Atkinson,NA,0,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.21019E+11,NA,F,healthy,fringing_habitat,14.5,2,12.5,47,1202,DESO1202,Atkinson,NA,10,Adult,NA
54963,23,7,2013,7/23/13,Kauffman,1.21019E+11,Y,M,healthy,in_lake,14.5,2,12.5,47,1370,DESO1370,Kauffman,NA,0,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.18001E+11,NA,M,healthy,fringing_habitat,14,2,12,47,1458,DESO1458,Ellison,NA,0.928,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.18001E+11,NA,F,healthy,fringing_habitat,18,2,16,47,1464,DESO1464,Kauffman,NA,25.68,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.18001E+11,NA,F,healthy,fringing_habitat,14.5,2,12.5,47,1453,DESO1453,Kauffman,NA,0,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,15,2,13,47,1627,DESO1627,Knapp,NA,47.6,Adult,NA
14309,21,6,2013,6/21/13,Knapp,1.21019E+11,Y,M,healthy,inlet,11.5,2,9.5,47,1164,DESO1164,Vredenburg,NA,0,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.18001E+11,Y,M,healthy,inlet,13,2,11,47,1109,DESO1109,Vredenburg,NA,23.76,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.18001E+11,Y,M,healthy,outlet,14.5,2,12.5,47,1098,DESO1098,Vredenburg,NA,0.6832,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.18001E+11,NA,F,healthy,fringing_habitat,13,2,11,47,1498,DESO1498,Kauffman,Shedding skin.,0,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.53E+11,Y,M,healthy,fringing_habitat,15,2,13,47.1,1295,DESO1295,Knapp,NA,0,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.21019E+11,NA,F,healthy,fringing_habitat,15,2,13,47.1,1210,DESO1210,Atkinson,NA,0,Adult,NA
14221,11,9,2013,9/11/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,14.5,2,12.5,47.1,1646,DESO1646,Knapp,NA,12,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,15,2,13,47.1,1582,DESO1582,Knapp,NA,19.44,Adult,NA
14221,25,7,2013,7/25/13,Kauffman,1.21019E+11,Y,F,healthy,fringing_habitat,16,2,14,47.2,1159,DESO1159,Kauffman,Culture taken,0,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.18001E+11,Y,F,healthy,fringing_habitat,15.5,2,13.5,47.2,1230,DESO1230,Atkinson,NA,0,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.21019E+11,Y,F,healthy,fringing_habitat,17,2,15,47.2,1209,DESO1209,Atkinson,NA,5.248,Adult,NA
14221,20,6,2013,6/20/13,Knapp,1.21019E+11,Y,F,healthy,in_lake,13,2,11,47.3,1054,DESO1054,Knapp,NA,0.05848,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,15,2,13,47.3,1299,DESO1299,Knapp,NA,31.84,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,13.5,2,11.5,47.3,1291,DESO1291,Knapp,NA,0,Adult,NA
14221,11,9,2013,9/11/13,Knapp,1.18001E+11,NA,M,healthy,fringing_habitat,13,2,11,47.3,1643,DESO1643,Knapp,NA,0,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,14.5,2,12.5,47.3,1632,DESO1632,Ellison,NA,1.608,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,NA,M,healthy,in_lake,14.5,2,12.5,47.3,1622,DESO1622,Ellison,NA,83.2,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,16,2,14,47.4,1293,DESO1293,Knapp,NA,0,Adult,NA
14309,13,9,2013,9/13/13,Knapp,1.18001E+11,Y,F,healthy,inlet,15,2,13,47.4,1720,DESO1720,Knapp,NA,115.2,Adult,NA
14221,21,6,2013,6/21/13,Kauffman,1.18001E+11,Y,F,healthy,in_lake,12.5,2,10.5,47.5,1057,DESO1057,Kauffman,NA,7.256,Adult,NA
14221,19,6,2013,6/19/13,Knapp,1.21019E+11,Y,M,healthy,in_lake,14.5,2,12.5,47.5,1007,DESO1007,Vredenburg,NA,5.2,Adult,NA
14221,19,6,2013,6/19/13,Knapp,1.21019E+11,Y,F,healthy,in_lake,12,2,10,47.5,1019,DESO1019,Vredenburg,NA,0,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,14.5,2,12.5,47.5,1281,DESO1281,Knapp,NA,19.44,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,13.5,2,11.5,47.5,1312,DESO1312,Knapp,NA,6.528,Adult,NA
14221,19,6,2013,6/19/13,Knapp,1.21019E+11,Y,M,healthy,in_lake,14,2,12,47.5,1006,DESO1006,Vredenburg,NA,13.28,Adult,NA
14309,21,6,2013,6/21/13,Knapp,1.21019E+11,Y,M,healthy,inlet,13,2,11,47.5,1171,DESO1171,Vredenburg,NA,1.808,Adult,NA
14221,21,6,2013,6/21/13,Kauffman,1.18001E+11,Y,F,healthy,in_lake,21,2,19,47.6,1138,DESO1138,Kauffman,NA,1.504,Adult,NA
14221,21,6,2013,6/21/13,Kauffman,1.18001E+11,Y,F,healthy,in_lake,15.5,2,13.5,47.6,1132,DESO1132,Kauffman,NA,0.06616,Adult,NA
14221,21,6,2013,6/21/13,Kauffman,1.21019E+11,Y,F,healthy,in_lake,14,2,12,47.6,1137,DESO1137,Kauffman,NA,0,Adult,NA
14221,11,9,2013,9/11/13,Knapp,1.18001E+11,NA,M,healthy,in_lake,14,2,12,47.6,1671,DESO1671,Knapp,NA,0.03376,Adult,NA
14292,25,7,2013,7/25/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,15.5,2,13.5,47.6,1327,DESO1327,Knapp,NA,62.28,Adult,NA
14309,23,7,2013,7/23/13,Knapp,1.21019E+11,NA,M,healthy,outlet,13.5,2,11.5,47.6,1264,DESO1264,Knapp,NA,7.72,Adult,NA
14221,11,9,2013,9/11/13,Knapp,1.21019E+11,NA,F,healthy,in_lake,15.5,2,13.5,47.6,1656,DESO1656,Knapp,NA,0,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.18001E+11,Y,F,healthy,fringing_habitat,16.5,2,14.5,47.7,1467,DESO1467,Ellison,NA,0.07704,Adult,NA
14221,23,7,2013,7/23/13,Atkinson,1.18001E+11,Y,F,healthy,in_lake,15.5,2,13.5,47.8,1216,DESO1216,Atkinson,NA,0,Adult,NA
14310,24,7,2013,7/24/13,Atkinson,1.18001E+11,Y,M,healthy,in_lake,19,2,17,47.8,1248,DESO1248,Atkinson,NA,0,Adult,NA
14309,23,7,2013,7/23/13,Knapp,1.18001E+11,NA,"M
M",healthy,inlet,14.5,2,12.5,47.8,1270,DESO1270,Knapp,NA,708.8,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,NA,F,healthy,in_lake,17,2,15,47.8,1637,DESO1637,Knapp,NA,68.24,Adult,NA
14221,22,8,2013,8/22/13,Knapp,1.18001E+11,NA,F,healthy,in_lake,16,2,14,47.9,1555,DESO1555,Knapp,NA,2.768,Adult,NA
14309,18,6,2014,6/18/14,Knapp,1.18001E+11,Y,M,Healthy,inlet,14,2,12,48,1780,DESO1780,Knapp,NA,25.44,Adult,NA
14309,19,6,2014,6/19/14,Kauffman,1.18001E+11,Y,M,Healthy,outlet,14,2,12,48,1952,DESO1952,Ellison,Translocated to Lake Lucille on 6/20/14.,0.952,Adult,NA
14235,1,7,2014,7/1/14,Knapp,1.18001E+11,NA,M,Healthy,in_lake,15,2,13,48,2001,DESO2001,Knapp,8 m E of outlet.,37.04,Adult,NA
14221,18,6,2014,6/18/14,Kauffman,1.18001E+11,NA,F,Healthy,in_lake,13,2,11,48,1928,DESO1928,Kauffman,NA,0,Adult,NA
14309,17,7,2014,7/17/14,Knapp,9.82E+14,Y,M,Healthy,inlet,13,2,11,48,2009,DESO2009,Knapp,NA,0,Adult,NA
52646,18,7,2014,7/18/14,Kauffman,9.82E+14,Y,F,Healthy,outlet,16,2,14,48,2090,DESO2090,Kauffman,NA,347.2,Adult,NA
14309,18,7,2014,7/18/14,Kauffman,1.18001E+11,NA,M,Healthy,inlet,15,2,13,48,2232,DESO2232,Kauffman,NA,227.2,Adult,NA
14218,16,7,2014,7/16/14,Kauffman,1.18001E+11,NA,F,Healthy,in_lake,16,2,14,48,2037,DESO2037,Kauffman,NA,0,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.21019E+11,NA,F,Healthy,in_lake,16,2,14,48,2185,DESO2185,Kauffman,Microbiome,64.08,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,15,2,13,48,2050,DESO2050,Kauffman,NA,2.928,Adult,NA
14221,18,7,2014,7/18/14,Knapp,9.82E+14,Y,M,Healthy,fringing_habitat,16,2,14,48,2127,DESO2127,Knapp,NA,5.272,Adult,NA
14221,18,7,2014,7/18/14,Knapp,9.82E+14,Y,NA,Healthy,fringing_habitat,14,2,12,48,2128,DESO2128,Ellison,NA,0,Adult,NA
14218,4,8,2014,8/4/14,Kauffman,1.21019E+11,NA,M,Healthy,fringing_habitat,15,2,13,48,2156,DESO2156,Kauffman,NA,3.752,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,13,2,11,48,2162,DESO2162,Ellison,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,15,2,13,48,2165,DESO2165,Kauffman,NA,1.544,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,17,2,15,48,2094,DESO2094,Kauffman,NA,307.2,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,9.82E+14,Y,M,Healthy,fringing_habitat,13,2,11,48,2171,DESO2171,Kauffman,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,14,2,12,48,2174,DESO2174,Ellison,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.21019E+11,NA,F,Healthy,fringing_habitat,16,2,14,48,2168,DESO2168,Kauffman,NA,16.72,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,14,2,12,48,2176,DESO2176,Kauffman,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,9.82E+14,Y,M,Healthy,fringing_habitat,15,2,13,48,2319,DESO2319,Kauffman,NA,6.832,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,13,2,11,48,2241,DESO2241,Ellison,NA,1.728,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.21019E+11,NA,F,Healthy,fringing_habitat,19,2,17,48,2248,DESO2248,Kauffman,Microbiome,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,9.82E+14,Y,M,Healthy,fringing_habitat,15,2,13,48,2351,DESO2351,Kauffman,NA,2.784,Adult,NA
14221,7,8,2014,8/7/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,15,2,13,48,2281,DESO2281,Knapp,NA,3.56,Adult,NA
14221,7,8,2014,8/7/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,13,2,11,48,2286,DESO2286,Ellison,NA,0,Adult,NA
14221,7,8,2014,8/7/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,15,2,13,48,2326,DESO2326,Knapp,NA,6.168,Adult,NA
14309,6,8,2014,8/6/14,Knapp,9.82E+14,Y,M,Healthy,in_lake,15,2,13,48,2408,DESO2408,Knapp,NA,0,Adult,NA
14309,6,8,2014,8/6/14,Knapp,9.00118E+14,NA,M,Healthy,outlet,15,2,13,48,2275,DESO2275,Atkinson,NA,146.4,Adult,NA
54963,7,8,2014,8/7/14,Kauffman,9.00043E+14,NA,F,Healthy,in_lake,14,2,12,48,2366,DESO2366,Kauffman,NA,800,Adult,NA
52646,7,8,2014,8/7/14,Kauffman,9.82E+14,Y,F,Healthy,fringing_habitat,17,2,15,48,2433,DESO2433,Kauffman,Pond complex linked by inlet east of Waca.,0,Adult,NA
14309,7,8,2014,8/7/14,Kauffman,9.82E+14,Y,M,Healthy,outlet,14,2,12,48,2385,DESO2385,Kauffman,NA,0,Adult,NA
14309,7,8,2014,8/7/14,Kauffman,9.82E+14,NA,M,Healthy,fringing_habitat,13,2,11,48,2442,DESO2442,Atkinson,NA,0,Adult,NA
14309,7,8,2014,8/7/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,14,2,12,48,2387,DESO2387,Atkinson,NA,0,Adult,NA
14305,9,9,2014,9/9/14,Atkinson,9.00043E+14,Y,F,Healthy,in_lake,14,2,12,48,2346,DESO2346,Atkinson,NA,0,Adult,NA
54963,9,9,2014,9/9/14,Knapp,9.82E+14,NA,F,Healthy,in_lake,14,2,12,48,2463,DESO2463,Knapp,NA,292,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,16,2,14,48,2656,DESO2656,Kauffman,NA,3.392,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.21019E+11,NA,F,Healthy,in_lake,16,2,14,48,2637,DESO2637,Kauffman,Microbiome,62.08,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,9.82E+14,Y,F,Healthy,in_lake,14,2,12,48,2640,DESO2640,Ellison,NA,7.752,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,17,2,15,48,2645,DESO2645,Kauffman,NA,0.132,Adult,NA
14221,10,9,2014,9/10/14,Knapp,9.82E+14,Y,F,Healthy,fringing_habitat,14,2,12,48,2452,DESO2452,Ellison,NA,0,Adult,NA
14221,10,9,2014,9/10/14,Knapp,1.18001E+11,NA,M,Healthy,in_lake,14,2,12,48,2472,DESO2472,Knapp,NA,4.408,Adult,NA
14221,10,9,2014,9/10/14,Knapp,9.00043E+14,NA,M,Healthy,in_lake,12,2,10,48,2481,DESO2481,Knapp,NA,31.6,Adult,NA
14221,11,9,2014,9/11/14,Kauffman,9.00043E+14,Y,M,Healthy,in_lake,15,2,13,48,2721,DESO2721,Kauffman,NA,185.6,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,14,2,12,48,2173,DESO2173,Kauffman,NA,18.56,Adult,NA
