site_id,Day,Month,Year,survey_date,surveyor1,pit_tag_id,pit_tag_status,frog_sex,frog_state,frog_location,total_weight,bag_weight,frog_weight,frog_svl,swab_id,swab_id_full,swabber_name,frog_comments,ZE,lifestage,gosner_stage
14309,17,6,2014,6/17/14,Kauffman,1.18001E+11,NA,M,Healthy,inlet,20,2,18,51,1828,DESO1828,Kauffman,Microbiome data collected.,0,Adult,NA
14309,18,6,2014,6/18/14,Knapp,1.18001E+11,NA,M,Healthy,outlet,14,2,12,51,1758,DESO1758,Knapp,Microbiome sample collected.,87.2,Adult,NA
14309,18,6,2014,6/18/14,Knapp,1.18001E+11,Y,M,Healthy,inlet,15,2,13,51,1761,DESO1761,Knapp,NA,36.16,Adult,NA
14309,18,6,2014,6/18/14,Knapp,1.18001E+11,Y,M,Healthy,inlet,16,2,14,51,1779,DESO1779,Knapp,NA,44.4,Adult,NA
14309,19,6,2014,6/19/14,Kauffman,1.18001E+11,NA,M,Healthy,outlet,15,2,13,51,1950,DESO1950,Ellison,Translocated to Lake Lucille on 6/20/14.,5.68,Adult,NA
14218,2,7,2014,7/2/14,Knapp,1.21019E+11,NA,M,Healthy,in_lake,19,2,17,51,2068,DESO2068,Knapp,NA,4.304,Adult,NA
14218,2,7,2014,7/2/14,Knapp,1.18001E+11,NA,F,Healthy,in_lake,19,2,17,51,2072,DESO2072,Knapp,NA,0,Adult,NA
14309,17,7,2014,7/17/14,Knapp,1.18001E+11,NA,M,Healthy,inlet,21,2,19,51,2008,DESO2008,Atkinson,NA,1.4,Adult,NA
52643,17,7,2014,7/17/14,Atkinson,9.82E+14,Y,M,Healthy,in_lake,17,2,15,51,2023,DESO2023,Knapp,NA,153.6,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,9.82E+14,Y,M,Healthy,in_lake,18,2,16,51,2183,DESO2183,Kauffman,NA,0,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.18001E+11,NA,F,Healthy,in_lake,19,2,17,51,2206,DESO2206,Kauffman,NA,0,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.21019E+11,NA,F,Healthy,in_lake,17,2,15,51,2208,DESO2208,Kauffman,NA,216.8,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,9.00043E+14,Y,M,Healthy,fringing_habitat,16,2,14,51,2054,DESO2054,Kauffman,NA,0,Adult,NA
14221,18,7,2014,7/18/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,17,2,15,51,2126,DESO2126,Knapp,NA,9.92,Adult,NA
14221,18,7,2014,7/18/14,Knapp,9.82E+14,Y,M,Healthy,fringing_habitat,17,2,15,51,2129,DESO2129,Knapp,NA,7.896,Adult,NA
14221,18,7,2014,7/18/14,Knapp,9.82E+14,Y,M,Healthy,fringing_habitat,19,2,17,51,2257,DESO2257,Knapp,NA,0,Adult,NA
14221,18,7,2014,7/18/14,Knapp,1.18001E+11,NA,F,Healthy,fringing_habitat,17,2,15,51,2137,DESO2137,Knapp,NA,0,Adult,NA
14221,18,7,2014,7/18/14,Knapp,1.21019E+11,NA,M,Healthy,fringing_habitat,17,2,15,51,2140,DESO2140,Knapp,NA,0,Adult,NA
14218,4,8,2014,8/4/14,Kauffman,9.82E+14,NA,F,Healthy,in_lake,18,2,16,51,2159,DESO2159,Kauffman,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.21019E+11,NA,F,Healthy,fringing_habitat,16,2,14,51,2160,DESO2160,Kauffman,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.21019E+11,NA,M,Healthy,fringing_habitat,17,2,15,51,2167,DESO2167,Kauffman,NA,13.92,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,20,2,18,51,2177,DESO2177,Kauffman,NA,0,Adult,NA
14221,7,8,2014,8/7/14,Knapp,1.18001E+11,NA,F,Healthy,fringing_habitat,17,2,15,51,2282,DESO2282,Ellison,NA,0,Adult,NA
14221,7,8,2014,8/7/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,16,2,14,51,2328,DESO2328,Knapp,NA,0,Adult,NA
14221,7,8,2014,8/7/14,Knapp,9.82E+14,Y,M,Healthy,fringing_habitat,16,2,14,51,2333,DESO2333,Knapp,NA,65.84,Adult,NA
14309,6,8,2014,8/6/14,Knapp,1.18001E+11,NA,M,Healthy,inlet,18,2,16,51,2143,DESO2143,Atkinson,NA,0,Adult,NA
14309,6,8,2014,8/6/14,Knapp,9.82E+14,Y,F,Healthy,inlet,17,2,15,51,2418,DESO2418,Knapp,NA,160,Adult,NA
14303,7,8,2014,8/7/14,Kauffman,9.00043E+14,Y,M,Healthy,in_lake,22,2,20,51,2432,DESO2432,Atkinson,NA,0,Adult,NA
14309,7,8,2014,8/7/14,Kauffman,1.18001E+11,NA,M,Healthy,inlet,18,2,16,51,2379,DESO2379,Kauffman,NA,6.064,Adult,NA
14309,9,9,2014,9/9/14,Knapp,9.82E+14,NA,M,Healthy,outlet,16,2,14,51,2460,DESO2460,Knapp,NA,0,Adult,NA
14309,10,9,2014,9/10/14,Kauffman,9.82E+14,Y,M,Healthy,fringing_habitat,19,2,17,51,2684,DESO2684,Kauffman,NA,7.712,Adult,NA
14306,11,9,2014,9/11/14,Knapp,9.82E+14,NA,M,Healthy,in_lake,17,2,15,51,2490,DESO2490,Knapp,NA,258.4,Adult,NA
14309,10,9,2014,9/10/14,Kauffman,9.82E+14,Y,M,Healthy,in_lake,19,2,17,51,2704,DESO2704,Kauffman,"Swab id originally entered as 2705, duplicated another id.",0,Adult,NA
14218,8,9,2014,9/8/14,Kauffman,9.82E+14,NA,F,Healthy,in_lake,20,2,18,51,2649,DESO2649,Kauffman,NA,112.8,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,N,F,Healthy,fringing_habitat,21,2,19,51,2663,DESO2663,Kauffman,NA,0,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,19,2,17,51,2668,DESO2668,Kauffman,NA,24.72,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,9.82E+14,Y,M,Healthy,fringing_habitat,19,2,17,51,2669,DESO2669,Kauffman,NA,8.16,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,9.82E+14,NA,M,Healthy,fringing_habitat,18,2,16,51,2670,DESO2670,Kauffman,NA,0,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,9.82E+14,Y,F,Healthy,fringing_habitat,19,2,17,51,2677,DESO2677,Kauffman,NA,0,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,9.82E+14,Y,F,Healthy,fringing_habitat,19,2,17,51,2308,DESO2308,Kauffman,NA,0,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,20,2,18,51,2631,DESO2631,Kauffman,NA,4.08,Adult,NA
14221,10,9,2014,9/10/14,Knapp,1.18001E+11,NA,F,Healthy,fringing_habitat,18,2,16,51,2454,DESO2454,Ellison,NA,0,Adult,NA
14221,10,9,2014,9/10/14,Knapp,9.00043E+14,Y,M,Healthy,in_lake,17,2,15,51,2393,DESO2393,Knapp,NA,1.76,Adult,NA
14221,10,9,2014,9/10/14,Knapp,1.18001E+11,NA,F,Healthy,in_lake,15,2,13,51,2482,DESO2482,Ellison,NA,12.32,Adult,NA
14221,11,9,2014,9/11/14,Kauffman,9.00043E+14,Y,F,Healthy,fringing_habitat,22,2,20,51,2712,DESO2712,Kauffman,NA,3.488,Adult,NA
14221,11,9,2014,9/11/14,Kauffman,9.00043E+14,Y,F,Healthy,in_lake,21,2,19,51,2545,DESO2545,Atkinson,NA,0,Adult,NA
14221,11,9,2014,9/11/14,Kauffman,9.00043E+14,Y,M,Healthy,in_lake,17,2,15,51,2546,DESO2546,Kauffman,NA,0,Adult,NA
14221,11,9,2014,9/11/14,Kauffman,9.00043E+14,Y,F,Healthy,in_lake,20,2,18,51,2615,DESO2615,Atkinson,NA,1.368,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.18001E+11,NA,F,healthy,in_lake,17,2,15,51,1490,DESO1490,Kauffman,NA,14.32,Adult,NA
14221,25,7,2013,7/25/13,Kauffman,1.18001E+11,Y,M,healthy,fringing_habitat,16,2,14,51,1393,DESO1393,Kauffman,NA,60.24,Adult,NA
14221,25,7,2013,7/25/13,Kauffman,1.18001E+11,Y,M,healthy,fringing_habitat,20.5,2,18.5,51,1386,DESO1386,Kauffman,NA,0,Adult,NA
14221,25,7,2013,7/25/13,Kauffman,1.18001E+11,Y,M,healthy,fringing_habitat,16.5,2,14.5,51,1389,DESO1389,Kauffman,NA,0,Adult,NA
14309,23,8,2013,8/23/13,Kauffman,1.18001E+11,Y,M,healthy,inlet,19.5,2,17.5,51,1496,DESO1496,Kauffman,NA,4.496,Adult,NA
14221,25,7,2013,7/25/13,Kauffman,1.18002E+11,Y,M,healthy,fringing_habitat,20,2,18,51,1154,DESO1154,Kauffman,Culture taken,0,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.18001E+11,Y,F,healthy,fringing_habitat,20,2,18,51,1452,DESO1452,Kauffman,NA,0,Adult,NA
14221,23,8,2013,8/23/13,Knapp,1.18001E+11,NA,F,healthy,fringing_habitat,15.5,2,13.5,51,1473,DESO1473,Knapp,NA,22.88,Adult,NA
14221,22,8,2013,8/22/13,Knapp,1.18001E+11,Y,F,healthy,fringing_habitat,18.5,2,16.5,51,1429,DESO1429,Ellison,NA,0,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.18001E+11,NA,M,healthy,fringing_habitat,18,2,16,51,1500,DESO1500,Kauffman,NA,0,Adult,NA
14309,12,9,2013,9/12/13,Knapp,1.18001E+11,NA,F,healthy,in_lake,16.5,2,14.5,51,1732,DESO1732,Knapp,At Pyramid Peak inlet.,125.6,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,17,2,15,51,1581,DESO1581,Knapp,NA,62.24,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.18001E+11,Y,M,healthy,outlet,15,2,13,51,1091,DESO1091,Vredenburg,Frog was captured without wearing gloves.,8.48,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.18001E+11,Y,M,healthy,outlet,17,2,15,51,1093,DESO1093,Vredenburg,Frog was captured without wearing gloves.,0,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.18001E+11,Y,M,healthy,inlet,16.5,2,14.5,51,1114,DESO1114,Vredenburg,No microbe data collected.,0.2816,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.21019E+11,Y,M,healthy,outlet,18.5,2,16.5,51,1083,DESO1083,Vredenburg,NA,0,Adult,NA
14221,23,8,2013,8/23/13,Knapp,1.21019E+11,NA,F,healthy,fringing_habitat,17,2,15,51,1538,DESO1538,Knapp,NA,30.48,Adult,NA
14221,21,8,2013,8/21/13,Kauffman,1.21019E+11,NA,M,healthy,fringing_habitat,17,2,15,51,1501,DESO1501,Kauffman,Frog was tagged but didn't show capture date in PIT tag table.,16.24,Adult,NA
14309,21,6,2013,6/21/13,Knapp,1.18001E+11,Y,M,healthy,inlet,17,2,15,51.1,1170,DESO1170,Vredenburg,NA,1.232,Adult,NA
14309,12,9,2013,9/12/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,17.5,2,15.5,51.2,1703,DESO1703,Knapp,NA,0,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,NA,F,healthy,in_lake,19.5,2,17.5,51.2,1633,DESO1633,Knapp,NA,84.8,Adult,NA
14309,21,8,2013,8/21/13,Knapp,1.18001E+11,Y,M,healthy,inlet,19,2,17,51.2,1414,DESO1414,Knapp,NA,0.1552,Adult,NA
14221,21,8,2012,8/21/12,Knapp,NA,NA,M,healthy,inlet,17.5,2,15.5,51.2,15404,NA,Knapp,J liv plate taken,159.2,Adult,NA
14309,21,8,2013,8/21/13,Knapp,1.18001E+11,Y,F,healthy,outlet,15.5,2,13.5,51.3,1351,DESO1351,Knapp,NA,20.32,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.21019E+11,Y,M,healthy,fringing_habitat,16.5,2,14.5,51.4,1305,DESO1305,Knapp,NA,0,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,Y,F,healthy,in_lake,15.5,2,13.5,51.4,1623,DESO1623,Knapp,NA,0,Adult,NA
14309,21,8,2013,8/21/13,Knapp,1.18001E+11,NA,M,healthy,outlet,15.5,2,13.5,51.4,1335,DESO1335,Knapp,Hard 4 mm diameter lump under skin of L femur.,0.1744,Adult,NA
14309,21,8,2013,8/21/13,Knapp,1.18001E+11,Y,M,healthy,inlet,17,2,15,51.4,1420,DESO1420,Knapp,NA,0.1008,Adult,NA
14309,23,7,2013,7/23/13,Knapp,1.18001E+11,Y,M,healthy,inlet,17.5,2,15.5,51.5,1275,DESO1275,Knapp,NA,3.296,Adult,NA
14309,25,7,2013,7/25/13,Knapp,1.21019E+11,Y,M,healthy,inlet,20,2,18,51.5,1343,DESO1343,Atkinson,NA,4.592,Adult,NA
14309,21,6,2013,6/21/13,Knapp,1.21019E+11,Y,M,healthy,inlet,17.5,2,15.5,51.5,1126,DESO1126,Vredenburg,NA,0.5808,Adult,NA
14309,12,9,2013,9/12/13,Knapp,1.18001E+11,NA,M,healthy,inlet,19.5,2,17.5,51.6,1686,DESO1686,Knapp,NA,54.88,Adult,NA
14221,21,8,2012,8/21/12,Knapp,NA,NA,M,healthy,inlet,19.5,2,17.5,51.6,15405,NA,Knapp,J liv plate taken,0.6992,Adult,NA
14309,21,6,2013,6/21/13,Knapp,1.21019E+11,Y,M,healthy,fringing_habitat,16,2,14,51.7,1121,DESO1121,Vredenburg,NA,2.112,Adult,NA
14221,23,8,2013,8/23/13,Knapp,1.18001E+11,NA,M,healthy,fringing_habitat,16,2,14,51.7,1477,DESO1477,Knapp,NA,0,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,16.5,2,14.5,51.8,1316,DESO1316,Knapp,NA,183.2,Adult,NA
14309,12,9,2013,9/12/13,Knapp,1.18001E+11,NA,M,healthy,inlet,20.5,2,18.5,51.8,1681,DESO1681,Knapp,NA,180,Adult,NA
14221,20,6,2013,6/20/13,Knapp,1.21019E+11,Y,F,healthy,in_lake,15,2,13,51.9,1035,DESO1035,Knapp,NA,3.136,Adult,NA
14309,23,7,2013,7/23/13,Knapp,1.18001E+11,Y,M,healthy,inlet,18.5,2,16.5,51.9,1269,DESO1269,Knapp,NA,0,Adult,NA
14309,17,6,2014,6/17/14,Kauffman,1.21019E+11,NA,M,Healthy,inlet,20,2,18,52,1824,DESO1824,Kauffman,Shedding skin,24.72,Adult,NA
14309,18,6,2014,6/18/14,Knapp,1.18001E+11,Y,M,Healthy,outlet,15,2,13,52,1899,DESO1899,Knapp,NA,46.56,Adult,NA
14309,18,6,2014,6/18/14,Knapp,1.21019E+11,NA,M,Healthy,inlet,15,2,13,52,1760,DESO1760,Vredenburg,NA,0.03064,Adult,NA
52645,18,6,2014,6/18/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,15,2,13,52,1783,DESO1783,Knapp,NA,17.92,Adult,NA
52645,18,6,2014,6/18/14,Knapp,1.18001E+11,Y,M,Healthy,fringing_habitat,18,2,16,52,1785,DESO1785,Knapp,NA,286.4,Adult,NA
14309,19,6,2014,6/19/14,Kauffman,1.21019E+11,NA,M,Healthy,outlet,19,2,17,52,1943,DESO1943,Ellison,Translocated to Jabu Lake on 6/20/14.,7.28,Adult,NA
52643,19,6,2014,6/19/14,Kauffman,1.18001E+11,Y,F,Healthy,in_lake,NA,NA,NA,52,1960,DESO1960,Kauffman,PIT tag read as a male captured last year. Corrected tag info for this frog.,0,Adult,NA
14221,18,6,2014,6/18/14,Kauffman,1.18001E+11,Y,F,Healthy,in_lake,17,2,15,52,1916,DESO1916,Ellison,NA,0,Adult,NA
14226,16,7,2014,7/16/14,Knapp,9.00043E+14,NA,F,Healthy,inlet,19,2,17,52,2111,DESO2111,Knapp,Light background skin color.,0,Adult,NA
14309,17,7,2014,7/17/14,Knapp,1.18001E+11,NA,M,Healthy,outlet,16,2,14,52,2116,DESO2116,Knapp,NA,1.896,Adult,NA
14309,18,7,2014,7/18/14,Kauffman,1.21019E+11,NA,M,Healthy,inlet,17,2,15,52,2224,DESO2224,Kauffman,NA,0,Adult,NA
14309,18,7,2014,7/18/14,Kauffman,1.21019E+11,NA,M,Healthy,inlet,22,2,20,52,2236,DESO2236,Kauffman,NA,67.6,Adult,NA
14309,18,7,2014,7/18/14,Kauffman,1.21019E+11,NA,M,Healthy,inlet,21,2,19,52,2228,DESO2228,Atkinson,NA,0,Adult,NA
14218,16,7,2014,7/16/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,22,2,20,52,2045,DESO2045,Kauffman,NA,0,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.18001E+11,NA,F,Healthy,in_lake,18,2,16,52,2204,DESO2204,Kauffman,NA,0,Adult,NA
14221,17,7,2014,7/17/14,Kauffman,1.21019E+11,NA,M,Healthy,fringing_habitat,17,2,15,52,2202,DESO2202,Kauffman,NA,0,Adult,NA
14221,18,7,2014,7/18/14,Knapp,1.18001E+11,NA,F,Healthy,fringing_habitat,20,2,18,52,2259,DESO2259,Knapp,NA,0,Adult,NA
14221,18,7,2014,7/18/14,Knapp,1.18001E+11,NA,F,Healthy,fringing_habitat,18,2,16,52,2132,DESO2132,Knapp,NA,4.936,Adult,NA
14309,18,7,2014,7/18/14,Atkinson,1.21019E+11,NA,M,Healthy,inlet,19,2,17,52,2226,DESO2226,Atkinson,Microbiome swab is deso 2227,0,Adult,NA
14309,18,7,2014,7/18/14,Atkinson,9.82E+14,Y,M,Healthy,inlet,21,2,19,52,2312,DESO2312,Atkinson,NA,0,Adult,NA
14218,4,8,2014,8/4/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,19,2,17,52,2157,DESO2157,Kauffman,NA,0,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,20,2,18,52,2318,DESO2318,Kauffman,NA,2.584,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,19,2,17,52,2240,DESO2240,Kauffman,NA,36.8,Adult,NA
14221,6,8,2014,8/6/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,15,2,13,52,2243,DESO2243,Ellison,NA,0,Adult,NA
14221,7,8,2014,8/7/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,17,2,15,52,2298,DESO2298,Ellison,NA,0,Adult,NA
14221,7,8,2014,8/7/14,Knapp,9.00043E+14,Y,M,Healthy,fringing_habitat,17,2,15,52,2294,DESO2294,Ellison,NA,0,Adult,NA
14309,6,8,2014,8/6/14,Knapp,1.18001E+11,NA,M,Healthy,inlet,24,2,22,52,2410,DESO2410,Knapp,NA,11.76,Adult,NA
14309,6,8,2014,8/6/14,Knapp,9.00043E+14,Y,M,Healthy,inlet,20,2,18,52,2420,DESO2420,Atkinson,NA,1.048,Adult,NA
14309,6,8,2014,8/6/14,Knapp,1.18001E+11,NA,M,Healthy,outlet,16,2,14,52,2264,DESO2264,Knapp,NA,17.92,Adult,NA
14309,6,8,2014,8/6/14,Knapp,1.18001E+11,NA,M,Healthy,outlet,21,2,19,52,2265,DESO2265,Atkinson,NA,0,Adult,NA
14309,6,8,2014,8/6/14,Knapp,1.21019E+11,NA,M,Healthy,fringing_habitat,17,2,15,52,2271,DESO2271,Knapp,NA,2.52,Adult,NA
14309,6,8,2014,8/6/14,Knapp,1.18001E+11,NA,M,Healthy,outlet,20,2,18,52,2153,DESO2153,Atkinson,NA,552,Adult,NA
14309,7,8,2014,8/7/14,Kauffman,9.82E+14,Y,F,Healthy,fringing_habitat,17,2,15,52,2435,DESO2435,Atkinson,Found it tannic pond on granite bench north of lake.,329.6,Adult,NA
14309,7,8,2014,8/7/14,Kauffman,1.18001E+11,NA,M,Healthy,fringing_habitat,23,2,21,52,2436,DESO2436,Atkinson,Found it tannic pond on granite bench north of lake.,0,Adult,NA
52643,9,9,2014,9/9/14,Knapp,9.00118E+14,NA,M,Healthy,in_lake,21,2,19,52,2462,DESO2462,Atkinson,NA,0,Adult,NA
14309,10,9,2014,9/10/14,Kauffman,9.82E+14,Y,M,Healthy,inlet,22,2,20,52,2688,DESO2688,NA,NA,0,Adult,NA
14309,10,9,2014,9/10/14,Kauffman,9.00043E+14,NA,F,Healthy,inlet,20,2,18,52,2689,DESO2689,NA,NA,738.4,Adult,NA
14307,10,9,2014,9/10/14,Atkinson,1.18001E+11,NA,M,Healthy,in_lake,22,2,20,52,2538,DESO2538,Atkinson,NA,0,Adult,NA
14309,10,9,2014,9/10/14,Kauffman,9.82E+14,Y,M,Healthy,outlet,22,2,20,52,2539,DESO2539,Atkinson,NA,29.04,Adult,NA
14309,11,9,2014,9/11/14,Knapp,1.21019E+11,NA,M,Healthy,outlet,16,2,14,52,2514,DESO2514,Knapp,NA,5.32,Adult,NA
14309,11,9,2014,9/11/14,Knapp,1.18001E+11,NA,M,Healthy,outlet,17,2,15,52,2580,DESO2580,Knapp,Microbiome,29.76,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.21019E+11,NA,M,Healthy,fringing_habitat,18,2,16,52,2671,DESO2671,Kauffman,NA,0,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,9.00043E+14,Y,F,Healthy,fringing_habitat,21,2,19,52,2672,DESO2672,Kauffman,NA,357.6,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.21019E+11,NA,F,Healthy,fringing_habitat,20,2,18,52,2673,DESO2673,Kauffman,NA,8.16,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,22,2,20,52,2306,DESO2306,Kauffman,NA,0,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,1.18001E+11,NA,F,Healthy,fringing_habitat,18,2,16,52,2309,DESO2309,Kauffman,NA,0,Adult,NA
14221,9,9,2014,9/9/14,Kauffman,9.82E+14,Y,M,Healthy,fringing_habitat,17,2,15,52,2679,DESO2679,Kauffman,NA,14.8,Adult,NA
14221,10,9,2014,9/10/14,Knapp,1.18001E+11,NA,M,Healthy,fringing_habitat,19,2,17,52,2444,DESO2444,Ellison,NA,11.68,Adult,NA
14221,10,9,2014,9/10/14,Knapp,1.21019E+11,NA,F,Healthy,fringing_habitat,18,2,16,52,2396,DESO2396,Knapp,NA,0,Adult,NA
14221,10,9,2014,9/10/14,Knapp,1.18001E+11,NA,F,Healthy,in_lake,20,2,18,52,2474,DESO2474,Ellison,NA,0,Adult,NA
14221,11,9,2014,9/11/14,Kauffman,9.00043E+14,Y,F,Healthy,in_lake,16,2,14,52,2608,DESO2608,NA,NA,0,Adult,NA
14221,11,9,2014,9/11/14,Kauffman,1.18001E+11,NA,F,Healthy,in_lake,21,2,19,52,2613,DESO2613,Atkinson,NA,0,Adult,NA
14221,18,6,2014,6/18/14,Kauffman,1.18001E+11,NA,F,Healthy,in_lake,16,2,14,52,1936,DESO1936,NA,NA,6.4,Adult,NA
14309,17,6,2014,6/17/14,Kauffman,1.18001E+11,NA,M,Healthy,inlet,20,2,18,52,1821,DESO1821,Kauffman,NA,0,Adult,NA
14221,20,6,2013,6/20/13,Knapp,1.21019E+11,Y,F,healthy,in_lake,16,2,14,52,1029,DESO1029,Knapp,NA,0,Adult,NA
14221,25,7,2013,7/25/13,Kauffman,1.18001E+11,Y,F,healthy,fringing_habitat,18.5,2,16.5,52,1390,DESO1390,Kauffman,NA,64.4,Adult,NA
27495,23,7,2013,7/23/13,Kauffman,1.18001E+11,Y,F,healthy,in_lake,22.5,2,20.5,52,1361,DESO1361,Kauffman,NA,3.048,Adult,NA
14309,23,7,2013,7/23/13,Knapp,1.18001E+11,Y,M,healthy,outlet,16,2,14,52,1261,DESO1261,Knapp,NA,0,Adult,NA
14309,21,6,2013,6/21/13,Knapp,1.21019E+11,Y,M,healthy,outlet,16,2,14,52,1117,DESO1117,Vredenburg,NA,0.3048,Adult,NA
14309,21,6,2013,6/21/13,Knapp,1.21019E+11,Y,M,healthy,inlet,19.5,2,17.5,52,1168,DESO1168,Vredenburg,Swab appears dirty but may be skin fragments.,0,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.18001E+11,Y,M,healthy,inlet,18,2,16,52,1106,DESO1106,Vredenburg,NA,0.1,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.21019E+11,Y,M,healthy,inlet,17.5,2,15.5,52,1104,DESO1104,Vredenburg,NA,12.32,Adult,NA
14309,20,6,2013,6/20/13,Kauffman,1.21019E+11,Y,M,healthy,outlet,17,2,15,52,1102,DESO1102,Vredenburg,NA,1.704,Adult,NA
14309,23,8,2013,8/23/13,Kauffman,1.18001E+11,Y,M,healthy,inlet,19,2,17,52,1521,DESO1521,Kauffman,NA,15.04,Adult,NA
14999,23,8,2012,8/23/12,Knapp,NA,NA,M,healthy,in_lake,16.5,2.5,14,52,15323,NA,Knapp,J liv plate taken,106.4,Adult,NA
14221,21,8,2012,8/21/12,Knapp,NA,NA,M,healthy,inlet,16,2,14,52,15410,NA,Knapp,J liv plate taken. Plate dropped when open.,1.808,Adult,NA
14221,21,6,2013,6/21/13,Kauffman,1.18001E+11,Y,F,healthy,in_lake,19,2,17,52.2,1128,DESO1128,Kauffman,NA,0,Adult,NA
14221,23,8,2013,8/23/13,Knapp,1.18001E+11,Y,M,healthy,fringing_habitat,16.5,2,14.5,52.2,1475,DESO1475,Knapp,NA,2.768,Adult,NA
14309,13,9,2013,9/13/13,Knapp,1.21019E+11,NA,M,healthy,inlet,19.5,2,17.5,52.3,1725,DESO1725,Knapp,NA,104,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,NA,F,healthy,fringing_habitat,18.5,2,16.5,52.3,1610,DESO1610,Knapp,NA,5.488,Adult,NA
14309,22,8,2012,8/22/12,Knapp,NA,NA,M,healthy,fringing_habitat,16.5,2.5,14,52.3,15318,NA,Knapp,J liv plate taken,27.28,Adult,NA
14292,25,7,2013,7/25/13,Knapp,1.21019E+11,Y,M,healthy,fringing_habitat,17.5,2,15.5,52.5,1326,DESO1326,Knapp,NA,0,Adult,NA
14309,12,9,2013,9/12/13,Knapp,1.21019E+11,NA,M,healthy,outlet,18,2,16,52.5,1704,DESO1704,Knapp,NA,52.24,Adult,NA
14309,22,8,2012,8/22/12,Knapp,NA,NA,M,healthy,fringing_habitat,18.5,2.5,16,52.5,15329,NA,Knapp,J liv plate taken,3,Adult,NA
14309,12,9,2013,9/12/13,Knapp,1.18001E+11,Y,M,healthy,inlet,16.5,2,14.5,52.6,1675,DESO1675,Knapp,NA,0,Adult,NA
14221,10,9,2013,9/10/13,Knapp,1.18001E+11,NA,M,healthy,fringing_habitat,17,2,15,52.6,1588,DESO1588,Knapp,Red legs,59.68,Adult,NA
14221,24,7,2013,7/24/13,Knapp,1.21019E+11,Y,M,healthy,fringing_habitat,16.5,2,14.5,52.7,1301,DESO1301,Knapp,NA,9.68,Adult,NA
14221,22,8,2013,8/22/13,Knapp,1.18001E+11,Y,F,healthy,fringing_habitat,20.5,2,18.5,52.7,1565,DESO1565,Knapp,NA,4.296,Adult,NA
14221,11,9,2013,9/11/13,Knapp,1.18001E+11,Y,M,healthy,in_lake,19,2,17,52.7,1657,DESO1657,Ellison,NA,1.8,Adult,NA
